url,Text,Author,Date,Images_url,Subheaders
https://www.thetimes.com/uk/transport/article/trouble-on-the-line-as-extinction-rebellion-protesters-fight-hs2-tt5lh2vxh,"['For a few weeks in 1996-97, it seemed that Daniel Hooper was the most famous man in England. Swampy, as he was known, spent seven days in tunnels excavated under the path of the enlarging A30 near Exeter. The A30 protest ultimately failed, but its like has been replicated several times since then and “Swampy” has become a catch-all for any environmental activist taking to the earth or the trees. It is a term that is being heard once again.', 'Having finally gained the backing of the prime minister just before the pandemic began, construction work started this month on Europe’s largest infrastructure project. The first phase of the HS2 rail line snaking through the Chilterns and Shakespeare country is due to deliver high-speed train']",['Robert Lea'],,"[['Protesters clash with security officials at the HS2 site in Denham, Buckinghamshire', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F49cd433e-f445-11ea-9de6-a6e4d4016fb7.jpg?crop=4078%2C2294%2C42%2C41&resize=360']]",
https://www.thetimes.com/uk/crime/article/floppy-xr-activists-told-to-grow-up-xzkmj7pc3,"['Extinction Rebellion’s insurgent tactics have brought cities to a standstill. Until recently, however, little consideration had been given to what happens when the climate activists “go floppy”.', 'This limpness has now come into the spotlight, as Scotland Yard’s deputy commissioner branded them a “flipping nuisance”. The problem, according to Sir Stephen House, is that protesters become a “complete pain in the neck” when they deliberately go limp when being detained, requiring several officers to carry them away. He called on them to behave like adults.', 'Sir Stephen told the London assembly’s police and crime committee yesterday: “We have asked them to stop being floppy. It might seem like a silly thing to say, but when we arrest them and pick them up they go all']",['Fiona Hamilton'],,"[['Police arrested 680 people in connection with Extinction Rebellion protests in London earlier this month', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fec95baa6-f841-11ea-bed0-373a3c830095.jpg?crop=2655%2C1493%2C0%2C250&resize=360']]",
https://www.thetimes.com/uk/law/article/squat-mother-in-court-over-extinction-rebellion-blockade-cxbmd8s90,"['A woman with nine children appeared in court yesterday with 50 others accused of being involved in an Extinction Rebellion blockade of printing presses.', 'Natalie Bracht, 45, appeared at Luton magistrates’ court via video link from Stevenage police station on one charge of obstruction of the highway. The court was told that she had been offered legal representation but turned it down.', 'She is among 51 people who have been charged with obstruction of the highway after the protest in Hertfordshire on Friday night. Extinction Rebellion targeted the Newsprinters print works, which produces newspapers including The Times, The Sun, The Daily Telegraph and the Daily Mail.', 'Ms Bracht initially failed to respond to questions about her name and personal details and did']",None,,"[['Natalie Bracht lives in a squat near Heathrow and turned down legal representation when she appeared before magistrates yesterday', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fcd14b38c-f13c-11ea-aeed-ec95eac61729.jpg?crop=2794%2C1572%2C701%2C1201&resize=360']]",
https://www.thetimes.com/article/david-cameron-left-squirming-over-sasha-swires-tales-of-indecorum-gjsfhq6cn,"['David Cameron has revealed he was left red-faced by the diaries of a Tory MP’s wife that detail his personal feuds, drinking and sex jokes, admitting: “It’s kind of embarrassing.”', 'The former prime minister insisted that he could not recall an incident described by Sasha Swire, wife of the MP Sir Hugo Swire, in which he allegedly joked that her perfume made him want to push her “into the bushes and give you one”.', 'But in an interview with Times Radio to be broadcast today — in which he also called for Jeremy Hunt to return to frontline politics — he had his head in his hands as he said that the betrayal by longstanding friends was not what you wanted “splashed all over the']",['Matt Chorley'],,"[['David Cameron said Sasha Swire’s memoir was not the sort of thing you wanted “splashed all over the place”', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F6f65a96a-f855-11ea-bed0-373a3c830095.jpg?crop=6400%2C3600%2C173%2C667&resize=360']]",
https://www.thetimes.com/profile/tom-ball?page=46,None,None,,,
https://www.thetimes.com/uk/transport/article/veteran-eco-warrior-swampy-forcibly-removed-from-anti-hs2-treetop-protest-by-police-2lthh0f5d,"['The veteran eco-warrior known as Swampy was the last person forcibly removed from an anti-HS2 treetop protest camp by police as they tried to protect an ancient woodland which inspired Roald Dahl to write Fantastic Mr Fox.', 'Four specially trained climbing officers from Thames Valley Police scaled the 60ft canopy protest camp by hanging from two cranes on ropes. They faced four hours of resistance before all ten protesters were arrested and brought down to waiting police vans.', 'Swampy, 47, whose real name is Daniel Hooper, was the last of the protesters perched in the treehouse in Jones’s Hill Wood near Great Missenden, Buckinghamshire, where the children’s author Dahl lived.', 'Hooper and his son Rory, 16, joined the group, who have been occupying the']",['Will Humphries'],,"[['Activists had occupied Jones’s Hill Wood for months', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F64d91f38-0983-11eb-9364-66fa8aae4c3f.jpg?crop=6720%2C4480%2C0%2C0'], ['Daniel Hooper, known as Swampy, was the last of the activists evicted from ancient woodland in Buckinghamshire', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F5b7b32ba-0987-11eb-9364-66fa8aae4c3f.jpg?crop=6095%2C3429%2C527%2C220&resize=360']]",
https://www.thetimes.com/life-style/property-home/article/move-to-stroud-gloucestershire-08kkpppd7,"['Flight from the city isn’t just about the wide-eyed pursuit of birdsong and breathable air. The urban escapees setting their sights on Stroud are every bit as focused on the traditional fundamentals of good schools and transport links as they are on its unrivalled sense of community and the lush Cotswold countryside all around.', 'There are certainly plenty of them. Gemma Goulding, manager of the local branch of Hamptons International estate agency, saw an 80 per cent increase in would-be buyers over the summer compared with last year. Although more than half are from London, plenty are coming from Bristol too. “So many people just don’t seem to want to live in a city any more,” she says.', 'Not that they’ll be cutting themselves off.']",['Tim Palmer'],,"[['Fennells Home Farm near Stroud is on the market for £1.35 million with Strutt & Parker', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F9725527e-185e-11eb-a714-6e13d8ca860f.jpg?crop=5442%2C3061%2C0%2C283&resize=360']]",
https://www.thetimes.com/uk/politics/article/mark-carney-on-brexit-the-bank-of-england-and-fighting-climate-change-n60tkggdl,"['In the spring of 2018, I was viewing the Picasso exhibition at the Tate Modern in London with Mark Carney, then governor of the Bank of England. We were in a group guided by a curator who stopped at an endless number of paintings to ask, “Can you see here the imagery representing Picasso’s penis?” To focus our attention, he gestured up and down with his hand. On the fifth or sixth occasion, the curator stopped by a big painting of a reclining woman in purples and pinks and asked again if we could see “the penis extending here, from the face and head”. At that moment I caught the governor’s eye and I corpsed. “Are you absolutely sure,” Carney deadpanned when we were released']",['Charlotte Edwardes'],,"[['Mark Carney, 55', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F49cb3e6a-28f0-11eb-b054-8dc1447a1be1.jpg?crop=4688%2C2637%2C80%2C36&resize=360']]",
https://www.thetimes.com/uk/politics/article/laurence-fox-on-his-anti-woke-party-racism-rows-and-why-he-needs-a-bodyguard-2m9bz2jvh,"['Across Laurence Fox’s open-plan sitting room, I glimpse the future. It’s possibly, although one hopes not, the future of British politics. Almost unavoidably, it is the future of Laurence, the well-loved scion of the Fox acting dynasty who has recast himself as the leader of the anti-woke brigade’s brand new party.', 'At first I think the huge bloke I spot in his kitchen must be our photographer, so I call out that I am wrapping up the interview. He looks puzzled. That’s no snapper. That’s Fox’s bodyguard.', '“Paul keeps an eye on me,” Fox explains. “He makes sure no one throws a punch.”', 'Is he is joking?', '“No, there are some nasty people out there.”', 'And the party pays for Paul?', '“The party has a']",['Andrew Billen'],,"[['Laurence Fox, 42, at home in south London', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fb13305dc-3954-11eb-9017-abc630b6062b.jpg?crop=5283%2C2972%2C53%2C1294&resize=360']]",
https://www.thetimes.com/uk/politics/article/why-sasha-swire-regrets-nothing-about-diary-of-an-mps-wife-388qszk3q,"['Publish a political diary about the Tories in power and sit back and watch an entire colony of nose-diving gannets try to skewer a single shrimp astray from its shoal.', 'Gosh, the stuff that was written about me! Apparently I am, among other things of course, a frustrated housewife, a flesh-eating sexaholic (which came as news to my husband, I can tell you), a Lady Macbeth, a Becky Sharp figure, a member of the Devil’s Generation (Thatcher), a failed It girl and cabinet wannabe, an anti-Semite, a traitor, a vulgarian.', 'The headlines that festooned the Mail’s pages were particularly colourful and flapping in the winds of publication. I was even dispatched by its favourite columnist, Sarah not so Di Vine (as my husband calls']",None,,"[['Some of the coverage when the book was released', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F371781c6-3eed-11eb-83a7-25db7141c256.jpg?crop=2319%2C1546%2C0%2C0'], ['Sasha Swire, 57, at her home in Devon', 'https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F496acb08-3ee8-11eb-83a7-25db7141c256.jpg?crop=3333%2C1875%2C105%2C426&resize=360']]",
